start_x,end_x,start_v,end_v,accel,inc,gravity,step_time
0,8.82999999402091,0,4.20238027790787,1,0,9.7972751,4.20238027790787
8.82999999402091,33.4799999939278,4.20238027790787,8.18290901818924,1,0,9.7972751,3.98052874028137
33.4799999939278,35.2999999937601,8.18290901818924,8.40238061501783,1,0,9.7972745,0.219471596828596
35.2999999937601,43.5399999939837,8.40238061501783,9.33166651783456,1,0.5156481,9.7972734,0.929285902816723
43.5399999939837,44.8199999937788,9.33166651783456,9.46784030281799,1,0.6302282,9.7972722,0.136173784983438
44.8199999937788,46.0299999937415,9.46784030281799,9.59479025302743,1,2.2334035,9.7972708,0.126949950209438
46.0299999937415,47.3099999935366,9.59479025302743,9.72728122340361,1,1.3748348,9.7972689,0.132490970376178
47.3099999935366,50.8499999935739,9.72728122340361,10.084641788346,1,-0.0123816,9.7972673,0.357360564942416
50.8499999935739,51.9399999934249,10.084641788346,10.1921538449416,1,-0.1312816,9.7972668,0.107512056595528
51.9399999934249,53.7599999932572,10.1921538449416,10.3691851173861,1,-0.1312816,9.7972668,0.177031272444557
53.7599999932572,61.7283827099964,10.3691851173861,11.11111,1,-0.1329489,9.7972668,0.741924882613887
61.7283827099964,65.129999993369,11.11111,11.11111,0,-0.1329489,9.7972668,0.306145586118092
65.129999993369,67.2799999932759,11.11111,11.11111,0,-0.1354183,9.7972666,0.19350001934162
67.2799999932759,70.3499999931082,11.11111,11.11111,0,-0.1717493,9.7972651,0.276300027614915
70.3499999931082,74.2899999930523,11.11111,11.11111,0,-1.380143,9.7972636,0.354600035454974
